,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1089,1565,Janiszewski,Janiszewski,Male,71,1953-08-17,Sales Representative,Retail,High Net Worth,No,Yes,11.0
1090,3123,Riggulsford,Riggulsford,Female,71,1976-08-17,Dental Hygienist,Health,High Net Worth,No,No,20.0
1091,2273,Lambrook,Lambrook,Female,71,1964-08-04,Assistant Professor,,Mass Customer,No,Yes,9.0
1092,3758,Whiles,Whiles,Female,71,1959-07-30,Recruiting Manager,Telecommunications,Mass Customer,No,Yes,12.0
1093,732,Gethins,Gethins,Female,71,1967-01-21,Actuary,Financial Services,Mass Customer,No,No,5.0
1094,1461,Skeels,Skeels,Male,71,1957-01-04,,Retail,Mass Customer,No,Yes,9.0
1095,2881,Steffan,Steffan,Male,71,1962-09-27,Associate Professor,Health,Affluent Customer,No,Yes,11.0
1096,1271,Pringer,Pringer,Female,71,1994-07-11,Accounting Assistant II,Telecommunications,Mass Customer,No,Yes,6.0
1097,1386,Kalvin,Kalvin,Female,71,1967-06-12,Help Desk Technician,Retail,Mass Customer,No,Yes,12.0
1098,3597,,,Male,71,1954-06-16,Analog Circuit Design manager,Property,Affluent Customer,No,Yes,16.0
1099,1994,McLorinan,McLorinan,Female,71,1986-04-25,,Manufacturing,High Net Worth,No,No,11.0
1100,1844,Slafford,Slafford,Female,71,1975-10-21,Product Engineer,,Mass Customer,No,No,12.0
1101,2723,Smitham,Smitham,Female,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,No,Yes,18.0
1102,816,Boor,Boor,Female,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,No,No,15.0
1103,2061,,,Female,71,1983-01-24,Technical Writer,Manufacturing,High Net Worth,No,No,4.0
1104,1280,Peyntue,Peyntue,Male,71,1978-01-24,Marketing Assistant,Manufacturing,High Net Worth,No,Yes,15.0
1105,3928,Way,Way,Female,71,1982-04-16,,Property,Affluent Customer,No,Yes,6.0
1106,2536,Brignall,Brignall,Female,71,1964-06-10,Associate Professor,Health,Mass Customer,No,Yes,16.0
1107,1029,Londors,Londors,Male,71,1997-02-15,VP Sales,,Mass Customer,No,No,4.0
1108,203,Conry,Conry,Male,71,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,No,Yes,11.0
1109,1916,O'Crowley,O'Crowley,Male,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,No,Yes,7.0
1110,234,Alpes,Alpes,Female,71,1969-08-12,Chief Design Engineer,Retail,High Net Worth,No,No,12.0
1111,144,Barrabeale,Barrabeale,U,71,,Environmental Tech,IT,Mass Customer,No,No,
1112,993,Semken,Semken,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,No,No,17.0
1113,3482,Rilston,Rilston,Female,71,2000-05-18,Clinical Specialist,Health,Affluent Customer,No,Yes,2.0
1114,3583,Mathey,Mathey,Female,71,1965-05-27,Assistant Professor,Retail,Affluent Customer,No,No,5.0
1115,3465,Pizer,Pizer,Female,71,1978-02-01,Chemical Engineer,Manufacturing,High Net Worth,No,Yes,7.0
1116,3161,Naldrett,Naldrett,Female,71,1977-02-16,,Financial Services,Mass Customer,No,Yes,4.0
1117,3593,Abercromby,Abercromby,Female,71,1996-04-10,Legal Assistant,Retail,Mass Customer,No,No,5.0
1118,334,Iannuzzelli,Iannuzzelli,Female,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,No,Yes,3.0
1119,3292,Slograve,Slograve,Male,71,1973-04-09,Web Designer I,Retail,Affluent Customer,No,Yes,3.0
1120,2101,,,Female,71,1998-03-08,General Manager,,Mass Customer,No,Yes,2.0
1121,1719,Hannum,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,No,No,18.0
1122,2641,Tackell,Tackell,Female,71,1977-03-22,Software Test Engineer I,,Mass Customer,No,Yes,12.0
1123,2875,Leahair,Leahair,Male,71,1998-10-23,Financial Analyst,Financial Services,High Net Worth,No,No,2.0
1124,3500,Fleeman,Fleeman,Female,71,1967-07-21,,Entertainment,Affluent Customer,No,No,17.0
1125,487,Braiden,Braiden,Female,70,1979-09-19,Food Chemist,Health,Mass Customer,No,No,10.0
1126,1548,Cortnay,Cortnay,Female,70,1995-02-03,,Manufacturing,Mass Customer,No,Yes,2.0
1127,1921,Wakes,Wakes,Female,70,1982-12-03,Accountant III,,Mass Customer,No,No,17.0
1128,2385,Lissenden,Lissenden,Male,70,1958-12-17,Dental Hygienist,Health,Mass Customer,No,No,8.0
1129,3733,Rodenburg,Rodenburg,Male,70,1977-11-01,,,Mass Customer,No,No,11.0
1130,2213,Leyshon,Leyshon,Female,70,1996-05-07,Legal Assistant,,Affluent Customer,No,Yes,6.0
1131,1570,Dodle,Dodle,Female,70,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,No,No,17.0
1132,3563,Leyband,Leyband,Female,70,1990-03-12,,Financial Services,Affluent Customer,No,No,10.0
1133,1984,Alessandretti,Alessandretti,Male,70,1999-06-01,Information Systems Manager,Health,Mass Customer,No,Yes,1.0
1134,3397,,,Female,70,1985-08-19,Product Engineer,IT,Mass Customer,No,No,11.0
1135,2293,Newcom,Newcom,Female,70,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,No,No,16.0
1136,3507,Greatreax,Greatreax,Male,70,1955-03-03,Physical Therapy Assistant,Financial Services,Mass Customer,No,No,5.0
1137,1786,Gorce,Gorce,Female,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,No,Yes,11.0
1138,1275,Whittek,Whittek,Female,70,1966-01-10,General Manager,Health,Mass Customer,No,Yes,8.0
1139,767,Kos,Kos,Male,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,No,No,11.0
1140,1186,Cecchi,Cecchi,Male,70,1977-05-28,Help Desk Operator,Manufacturing,Affluent Customer,No,Yes,20.0
1141,1612,Headland,Headland,Male,70,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,No,Yes,22.0
1142,1432,Kittiman,Kittiman,Male,70,1998-11-26,Tax Accountant,Argiculture,High Net Worth,No,Yes,2.0
1143,1934,Tordiffe,Tordiffe,Male,70,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,No,Yes,14.0
1144,1497,Grinin,Grinin,Female,70,1973-11-08,Marketing Assistant,Retail,High Net Worth,No,No,14.0
1145,3330,Pristnor,Pristnor,Female,70,1955-11-06,,Health,Mass Customer,No,Yes,18.0
1146,3894,Diaper,Diaper,Male,70,1982-02-02,Health Coach II,IT,Affluent Customer,No,No,10.0
1147,2534,Lithgow,Lithgow,Female,70,1965-06-21,Research Associate,Manufacturing,Affluent Customer,No,Yes,12.0
1148,259,Dymick,Dymick,Female,70,1983-07-22,Senior Developer,Health,High Net Worth,No,Yes,3.0
1149,966,Linning,Linning,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,No,Yes,5.0
1150,2697,Yerby,Yerby,U,70,,Legal Assistant,IT,High Net Worth,No,No,
1151,384,Bestar,Bestar,Female,70,1976-08-06,,Financial Services,Affluent Customer,No,No,17.0
1152,257,,,Female,70,1966-02-08,Sales Associate,Manufacturing,Affluent Customer,No,Yes,19.0
1153,1107,Whitby,Whitby,Female,70,1974-07-17,Social Worker,Health,High Net Worth,No,No,18.0
1154,2498,Emmatt,Emmatt,Female,70,1978-02-02,Software Test Engineer III,Retail,High Net Worth,No,No,8.0
1155,457,Danilchev,Danilchev,Female,70,1980-12-14,Recruiting Manager,Financial Services,High Net Worth,No,Yes,17.0
1156,1080,Talbot,Talbot,Female,70,1999-12-26,Speech Pathologist,Property,Mass Customer,No,Yes,2.0
1157,2470,Dunaway,Dunaway,Male,70,1957-07-04,,Argiculture,Mass Customer,No,No,13.0
1158,313,McKune,McKune,Male,70,1987-12-22,Operator,Manufacturing,Mass Customer,No,Yes,13.0
1159,2457,Vearnals,Vearnals,Male,70,1975-04-12,Developer IV,IT,High Net Worth,No,Yes,15.0
1160,2639,O'Kielt,O'Kielt,Female,70,1986-07-03,Geologist IV,Entertainment,Mass Customer,No,Yes,10.0
1161,1079,L' Anglois,L' Anglois,Male,70,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,No,No,18.0
1162,1033,Claringbold,Claringbold,Male,70,1995-01-06,,,Affluent Customer,No,Yes,3.0
1163,394,Cowthard,Cowthard,Female,70,1977-06-06,Legal Assistant,Health,High Net Worth,No,Yes,16.0
1164,1141,Gritsaev,Gritsaev,Female,70,1981-09-19,,Financial Services,High Net Worth,No,Yes,4.0
1165,2885,Rolley,Rolley,Female,70,1969-07-03,Compensation Analyst,Financial Services,Mass Customer,No,Yes,4.0
1166,2435,Ceney,Ceney,Female,69,1961-08-12,Account Coordinator,Manufacturing,Mass Customer,No,No,14.0
1167,2593,Yorkston,Yorkston,Female,69,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,No,19.0
1168,91,Meaker,Meaker,Male,69,1955-02-24,Senior Financial Analyst,Financial Services,Affluent Customer,No,Yes,17.0
1169,298,Lenglet,Lenglet,Male,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,No,No,9.0
1170,3609,Butterfield,Butterfield,Male,69,1997-09-02,Marketing Manager,Manufacturing,Mass Customer,No,No,4.0
1171,3903,Cawthera,Cawthera,Female,69,1981-02-13,Research Assistant III,,Mass Customer,No,Yes,17.0
1172,2081,Coaker,Coaker,Female,69,1972-06-21,Senior Editor,Financial Services,Mass Customer,No,No,13.0
1173,277,Alvarado,Alvarado,Female,69,1956-02-19,VP Product Management,,High Net Worth,No,No,15.0
1174,266,Garatty,Garatty,Female,69,1989-07-19,Account Executive,Retail,Affluent Customer,No,No,18.0
1175,2663,Pietrowicz,Pietrowicz,Male,69,1956-08-01,Environmental Tech,Health,Mass Customer,No,Yes,19.0
1176,2232,Malone,Malone,Male,69,1990-05-07,Help Desk Technician,,Mass Customer,No,Yes,11.0
1177,1937,Gahagan,Gahagan,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,No,No,19.0
1178,3722,Hammerson,Hammerson,Female,69,1975-11-07,,Retail,Mass Customer,No,No,7.0
1179,3229,Gheorghie,Gheorghie,Male,69,1964-10-18,Sales Representative,Retail,High Net Worth,No,Yes,6.0
1180,2024,Biggerstaff,Biggerstaff,Female,69,2000-07-14,VP Sales,IT,Mass Customer,No,Yes,2.0
1181,3172,Kennewell,Kennewell,Female,69,1961-12-17,,Retail,Affluent Customer,No,No,5.0
1182,3528,Scammell,Scammell,Male,69,1964-04-06,Internal Auditor,Manufacturing,Mass Customer,No,Yes,7.0
1183,1671,Renak,Renak,Female,69,1957-01-23,Account Executive,Property,Mass Customer,No,Yes,14.0
1184,556,Gifford,Gifford,Female,69,1957-09-08,Junior Executive,,Mass Customer,No,No,11.0
1185,385,Humes,Humes,Male,69,1966-12-07,Project Manager,Health,High Net Worth,No,No,9.0
1186,2719,Clear,Clear,Male,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,No,Yes,6.0
1187,2718,Hakonsen,Hakonsen,Male,69,1976-12-12,Software Test Engineer II,,High Net Worth,No,Yes,14.0
1188,3491,Cromb,Cromb,Female,69,1976-04-03,Business Systems Development Analyst,Financial Services,Affluent Customer,No,No,10.0
1189,351,Hafner,Hafner,Male,69,1999-05-12,Pharmacist,Health,Mass Customer,No,Yes,2.0
1190,1906,Katte,Katte,Male,69,1988-04-24,Product Engineer,Retail,Mass Customer,No,No,22.0
1191,1078,Pilley,Pilley,Male,69,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,No,No,20.0
1192,3398,Looks,Looks,Male,69,1971-07-01,,,High Net Worth,No,Yes,7.0
1193,726,Blackbourn,Blackbourn,Female,69,1978-02-10,Information Systems Manager,Health,Mass Customer,No,Yes,10.0
1194,2095,Guerreiro,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,No,No,8.0
1195,148,Maffey,Maffey,Female,69,1981-05-08,Programmer Analyst III,,Mass Customer,No,Yes,5.0
1196,3884,Thirlwall,Thirlwall,Female,69,1986-02-06,Web Designer II,Manufacturing,High Net Worth,No,Yes,18.0
1197,722,Brosoli,Brosoli,Male,69,1956-03-17,Marketing Manager,IT,Mass Customer,No,No,5.0
1198,1025,Jeromson,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,No,Yes,5.0
1199,2071,Ramelet,Ramelet,Female,69,1978-02-07,,,Mass Customer,No,No,10.0
1200,1907,Dredge,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,No,No,18.0
1201,1357,Eassom,Eassom,Male,69,1993-05-14,Research Nurse,Health,High Net Worth,No,No,6.0
1202,1194,Scurrey,Scurrey,Female,69,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,No,No,3.0
1203,789,Giraudot,Giraudot,Female,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,No,Yes,14.0
1204,1157,Camerati,Camerati,Male,69,1974-04-03,Research Nurse,Health,Affluent Customer,No,Yes,17.0
1205,1593,Kupisz,Kupisz,Female,69,1979-10-11,Tax Accountant,IT,Mass Customer,No,No,17.0
1206,2773,Farthin,Farthin,Male,69,1976-03-21,Structural Engineer,Manufacturing,Mass Customer,No,Yes,20.0
1207,2985,Nesfield,Nesfield,Male,69,1986-10-14,Sales Representative,Retail,Affluent Customer,No,Yes,14.0
1208,1409,Hartless,Hartless,Female,69,1996-05-07,Help Desk Technician,,Mass Customer,No,No,4.0
1209,1757,Hartwell,Hartwell,Male,68,1966-03-03,,IT,High Net Worth,No,No,7.0
1210,2539,Ashdown,Ashdown,Male,68,1967-04-22,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,Yes,12.0
1211,1816,Andrichak,Andrichak,Female,68,1977-02-25,,Argiculture,Mass Customer,No,No,18.0
1212,1071,Miranda,Miranda,Male,68,1986-12-29,,Retail,High Net Worth,No,No,1.0
1213,51,Dilke,Dilke,Male,68,1959-12-05,Computer Systems Analyst II,Retail,Mass Customer,No,No,18.0
1214,1059,Plante,Plante,Female,68,1968-02-16,Account Representative III,Entertainment,High Net Worth,No,Yes,6.0
1215,3512,Abramowsky,Abramowsky,Male,68,1994-03-24,VP Accounting,Financial Services,Mass Customer,No,Yes,8.0
1216,2876,McGarahan,McGarahan,Male,68,1981-01-29,General Manager,Retail,High Net Worth,No,No,10.0
1217,2086,Cockerell,Cockerell,Male,68,1997-01-03,Senior Cost Accountant,Financial Services,High Net Worth,No,No,1.0
1218,3779,Daspar,Daspar,U,68,,,IT,Affluent Customer,No,No,
1219,653,Hurles,Hurles,Male,68,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,No,Yes,19.0
1220,1401,Winspare,Winspare,Female,68,1978-09-30,,Financial Services,High Net Worth,No,No,10.0
1221,346,Eisikowitz,Eisikowitz,Male,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,No,No,3.0
1222,1760,Barrowcliff,Barrowcliff,Female,68,1966-04-27,Dental Hygienist,Health,High Net Worth,No,No,15.0
1223,1847,Stanaway,Stanaway,Female,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,No,No,6.0
1224,2808,Tinkham,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Mass Customer,No,Yes,1.0
1225,2251,Shotboult,Shotboult,Male,68,1959-08-19,,Property,High Net Worth,No,No,19.0
1226,1266,,,Male,68,1978-05-02,Human Resources Manager,Health,Mass Customer,No,Yes,10.0
1227,2000,Rene,Rene,U,68,,Assistant Professor,IT,High Net Worth,No,Yes,
1228,3030,Agnew,Agnew,Female,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,No,No,3.0
1229,1553,Matts,Matts,Female,68,1956-05-31,Administrative Assistant IV,Retail,High Net Worth,No,No,7.0
1230,481,Manzell,Manzell,Female,68,1990-04-12,Programmer IV,Argiculture,Mass Customer,No,No,8.0
1231,3411,Hannis,Hannis,Female,68,1980-01-04,Physical Therapy Assistant,,Mass Customer,No,Yes,20.0
1232,1602,Dennerly,Dennerly,Male,68,1979-01-09,Professor,Retail,Mass Customer,No,No,15.0
1233,2475,Ambrogioni,Ambrogioni,Female,68,1977-05-02,Quality Control Specialist,,Mass Customer,No,No,20.0
1234,2765,Gowdy,Gowdy,Male,68,1985-04-12,,IT,Mass Customer,No,Yes,7.0
1235,3759,Batstone,Batstone,Female,68,1995-03-04,Programmer IV,Property,Mass Customer,No,Yes,4.0
1236,3829,Hillhouse,Hillhouse,Male,68,1980-09-01,Account Coordinator,,Mass Customer,No,Yes,15.0
1237,382,Fardell,Fardell,Male,68,1985-08-14,Research Nurse,Health,Mass Customer,No,Yes,7.0
1238,3117,Marriage,Marriage,Female,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,No,Yes,6.0
1239,3101,Lermit,Lermit,Male,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,No,No,12.0
1240,3082,Maile,Maile,Male,68,1997-03-28,,Manufacturing,Mass Customer,No,Yes,2.0
1241,2011,MacAne,MacAne,Male,68,1978-01-22,VP Sales,Manufacturing,High Net Worth,No,Yes,12.0
1242,2949,Simanek,Simanek,Female,68,1977-09-21,,Telecommunications,Mass Customer,No,No,17.0
1243,3266,Edser,Edser,Male,68,1995-05-21,Account Representative III,,Mass Customer,No,Yes,5.0
1244,2231,Landreth,Landreth,Female,68,1959-09-25,Accounting Assistant II,,Mass Customer,No,No,13.0
1245,1663,Grimsditch,Grimsditch,Female,68,1978-01-30,VP Quality Control,Property,High Net Worth,No,Yes,9.0
1246,3361,Yushin,Yushin,Female,68,1968-01-20,General Manager,Property,Mass Customer,No,Yes,9.0
1247,2393,Colledge,Colledge,Female,68,1981-06-21,Registered Nurse,Health,High Net Worth,No,Yes,11.0
1248,800,Popov,Popov,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,No,No,8.0
1249,1415,Dikle,Dikle,Female,68,1998-12-14,Executive Secretary,Property,High Net Worth,No,Yes,3.0
1250,3573,Dwyer,Dwyer,Female,68,1996-10-16,Accounting Assistant I,Manufacturing,Mass Customer,No,Yes,3.0
1251,632,O'Hegertie,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,No,No,1.0
1252,1853,Dimmick,Dimmick,Female,67,1987-06-20,Recruiter,,Mass Customer,No,Yes,17.0
1253,1325,Belliard,Belliard,Male,67,1968-08-25,Account Executive,Argiculture,High Net Worth,No,Yes,14.0
1254,2043,Clampett,Clampett,Female,67,1977-09-05,Software Consultant,,Mass Customer,No,No,7.0
1255,1974,Moller,Moller,Male,67,1958-06-15,Administrative Officer,,Mass Customer,No,Yes,15.0
1256,2743,Muckley,Muckley,Male,67,1979-05-25,Social Worker,Health,High Net Worth,No,Yes,20.0
1257,3224,Mulqueeny,Mulqueeny,Female,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,No,No,3.0
1258,141,Trobe,Trobe,Male,67,1954-06-25,Teacher,Financial Services,High Net Worth,No,Yes,10.0
1259,1900,Larder,Larder,Male,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,No,Yes,19.0
1260,2062,Kolakovic,Kolakovic,Male,67,1976-08-19,Junior Executive,Retail,Mass Customer,No,No,18.0
1261,1898,Mantz,Mantz,Female,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,No,Yes,12.0
1262,2017,Sadry,Sadry,Male,67,1995-02-11,Programmer II,Financial Services,Affluent Customer,No,Yes,6.0
1263,1343,Deery,Deery,Male,67,1979-12-10,Dental Hygienist,Health,High Net Worth,No,No,5.0
1264,1888,Scholtz,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,No,Yes,1.0
1265,2687,Smallbone,Smallbone,Male,67,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,No,Yes,20.0
1266,3486,Crewther,Crewther,Male,67,1956-07-25,Business Systems Development Analyst,Manufacturing,Mass Customer,No,No,18.0
1267,3939,Dumbelton,Dumbelton,Male,67,1981-06-25,,Manufacturing,Affluent Customer,No,No,15.0
1268,3683,Maliphant,Maliphant,Female,67,1957-03-30,Chief Design Engineer,,Mass Customer,No,Yes,11.0
1269,557,Morley,Morley,Female,67,1961-06-02,,Manufacturing,Affluent Customer,No,Yes,18.0
1270,1217,Janssen,Janssen,Female,67,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,No,No,16.0
1271,337,Urquhart,Urquhart,Female,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,No,Yes,12.0
1272,3170,Kytter,Kytter,Female,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,No,No,11.0
1273,1667,Simonnin,Simonnin,Male,67,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,No,No,18.0
1274,2077,Lindroos,Lindroos,Female,67,1992-02-26,Cost Accountant,Financial Services,Mass Customer,No,Yes,7.0
1275,1654,Sperwell,Sperwell,Female,67,1989-03-05,Professor,IT,High Net Worth,No,Yes,9.0
1276,535,Merrifield,Merrifield,Female,67,1993-05-04,,,Affluent Customer,No,No,3.0
1277,2291,Meynell,Meynell,Male,67,1971-04-13,Accountant IV,Manufacturing,Affluent Customer,No,Yes,4.0
1278,3427,Edington,Edington,Male,67,1981-05-19,Help Desk Operator,Financial Services,Mass Customer,No,Yes,17.0
1279,95,Mallinder,Mallinder,Female,67,1960-12-25,Software Engineer III,Manufacturing,Affluent Customer,No,Yes,8.0
1280,720,Canet,Canet,Male,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,No,No,6.0
1281,3979,Adam,Adam,Male,67,1974-07-13,,Financial Services,Mass Customer,No,Yes,18.0
1282,315,Odlin,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,No,No,12.0
1283,1190,Gilby,Gilby,Female,67,1968-09-07,Assistant Professor,Financial Services,Affluent Customer,No,Yes,10.0
1284,2975,Carnow,Carnow,Female,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,No,No,14.0
1285,2459,Naulls,Naulls,Female,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,No,No,18.0
1286,3752,Nunes Nabarro,Nunes Nabarro,Female,67,1961-09-15,Administrative Assistant I,Argiculture,Affluent Customer,No,Yes,16.0
1287,700,Mulliner,Mulliner,Male,67,1990-02-20,,Financial Services,Mass Customer,No,No,4.0
1288,3028,Schubert,Schubert,Female,67,1956-07-07,General Manager,Manufacturing,High Net Worth,No,No,20.0
1289,1833,Eite,Eite,Male,67,1967-03-15,Actuary,Financial Services,High Net Worth,No,Yes,19.0
1290,1822,Capper,Capper,Female,67,1962-09-18,,Financial Services,Mass Customer,No,No,9.0
1291,3281,Cliff,Cliff,Female,67,1998-02-22,Administrative Assistant III,,Mass Customer,No,No,4.0
1292,1809,Southon,Southon,Female,67,1961-01-26,Programmer II,Health,Mass Customer,No,Yes,19.0
1293,480,Ive,Ive,U,67,,Registered Nurse,Health,Mass Customer,No,Yes,
1294,67,,,Male,67,1960-06-14,Web Developer II,Retail,Mass Customer,No,No,18.0
1295,913,Spearman,Spearman,Female,67,2000-10-28,,Financial Services,Mass Customer,No,No,1.0
1296,822,Tomlett,Tomlett,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,No,No,17.0
1297,996,Bemlott,Bemlott,U,67,,Assistant Manager,IT,Mass Customer,No,Yes,
1298,3174,Blackmore,Blackmore,Female,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,No,No,9.0
1299,2432,Melhuish,Melhuish,Female,67,1981-02-21,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,Yes,5.0
1300,3058,Kibblewhite,Kibblewhite,Male,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,No,Yes,16.0
1301,3053,,,Female,67,1984-09-12,Account Coordinator,Retail,High Net Worth,No,No,17.0
1302,3319,,,Female,67,1966-04-04,,Financial Services,Affluent Customer,No,Yes,19.0
1303,113,Nickless,Nickless,Male,67,1956-05-06,Staff Scientist,,Mass Customer,No,No,20.0
1304,2996,Shinfield,Shinfield,Female,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,No,No,14.0
1305,1518,Greatreax,Greatreax,Male,66,1971-01-02,Safety Technician IV,Property,Affluent Customer,No,No,18.0
1306,274,Hesse,Hesse,Female,66,1976-09-15,Social Worker,Health,Mass Customer,No,Yes,14.0
1307,1026,Hakking,Hakking,Male,66,1994-07-29,,Financial Services,Affluent Customer,No,No,4.0
1308,2846,Lindell,Lindell,Female,66,1970-08-15,Nurse,Property,Mass Customer,No,No,14.0
1309,775,Kilby,Kilby,Male,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,No,No,4.0
1310,3150,Wolfendell,Wolfendell,Female,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,No,No,5.0
1311,2957,Helleckas,Helleckas,Male,66,1969-11-21,Social Worker,Health,Affluent Customer,No,No,11.0
1312,3582,Qusklay,Qusklay,Female,66,1961-12-11,Media Manager II,Property,Mass Customer,No,No,17.0
1313,703,,,Female,66,1966-10-31,,Property,Mass Customer,No,No,15.0
1314,2789,Bucksey,Bucksey,Female,66,1992-11-30,Senior Editor,Financial Services,Affluent Customer,No,Yes,7.0
1315,694,Lanning,Lanning,Female,66,1968-12-28,Media Manager III,Health,Mass Customer,No,No,13.0
1316,3649,Gawthrope,Gawthrope,Female,66,1977-07-12,Office Assistant II,Property,Mass Customer,No,Yes,12.0
1317,806,Kaesmakers,Kaesmakers,Male,66,1992-07-28,Sales Representative,Retail,Mass Customer,No,Yes,7.0
1318,3198,Knappen,Knappen,Male,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,No,Yes,1.0
1319,1749,Petschelt,Petschelt,Female,66,1980-10-22,,Telecommunications,High Net Worth,No,No,4.0
1320,998,Dufton,Dufton,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,No,Yes,5.0
1321,657,,,Male,66,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,No,No,10.0
1322,3808,Wilber,Wilber,Male,66,1969-10-11,Recruiting Manager,Manufacturing,Mass Customer,No,Yes,11.0
1323,1947,Patrone,Patrone,Female,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,No,Yes,18.0
1324,2193,Carrington,Carrington,Male,66,1955-12-16,Developer III,,Mass Customer,No,Yes,6.0
1325,2301,Vashchenko,Vashchenko,Male,66,1966-10-30,Senior Cost Accountant,Financial Services,Mass Customer,No,Yes,19.0
1326,1295,Murton,Murton,Male,66,1997-01-25,Nurse,Argiculture,Mass Customer,No,Yes,5.0
1327,3412,Ethelstone,Ethelstone,Female,66,1973-08-18,Office Assistant IV,,Mass Customer,No,Yes,7.0
1328,520,Neumann,Neumann,Female,66,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,No,Yes,15.0
1329,566,McPheat,McPheat,Female,66,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,No,Yes,9.0
1330,3344,Columbell,Columbell,Female,66,1995-02-14,GIS Technical Architect,,Affluent Customer,No,Yes,1.0
1331,2196,Brise,Brise,Male,66,1976-06-08,Media Manager I,Retail,High Net Worth,No,Yes,7.0
1332,3545,Filgate,Filgate,Female,66,1974-07-19,Developer II,,High Net Worth,No,No,4.0
1333,2127,Baudet,Baudet,Female,66,1974-02-15,Web Designer I,Manufacturing,Mass Customer,No,No,7.0
1334,380,Birdsey,Birdsey,Female,66,1956-05-15,Structural Engineer,Property,Mass Customer,No,No,17.0
1335,2268,Gothup,Gothup,Female,66,1965-10-07,Pharmacist,Health,Mass Customer,No,No,19.0
1336,2065,Henrichs,Henrichs,Male,66,1978-03-13,Technical Writer,Retail,Mass Customer,No,Yes,12.0
1337,3887,Nealon,Nealon,Female,66,1964-07-16,Computer Systems Analyst IV,,Affluent Customer,No,No,7.0
